IDOE_CORPORATION_ID,CORPORATION_NAME,IDOE_SCHOOL_ID,SCHOOL_NAME,2016 Grade
4925,Michigan City Area Schools,4788,Martin T Krueger Middle School,F
4925,Michigan City Area Schools,4789,Barker Middle School,D
4925,Michigan City Area Schools,4795,Michigan City High School,C
4925,Michigan City Area Schools,4805,Edgewood Elementary School,C
4925,Michigan City Area Schools,4811,Lake Hills Elementary School,C
4925,Michigan City Area Schools,4821,Joy Elementary School,B
4925,Michigan City Area Schools,4825,Knapp Elementary School,A
4925,Michigan City Area Schools,4833,Marsh Elementary School,A
4925,Michigan City Area Schools,6829,Pine Elementary School,C
4940,South Central Com School Corp,4734,South Central Elementary School,A
4940,South Central Com School Corp,4737,South Central Jr-Sr High School,B
4945,LaPorte Community School Corp,4707,Indian Trail Elementary School,A
4945,LaPorte Community School Corp,4717,Kesling Middle School,C
4945,LaPorte Community School Corp,4721,Kingsford Heights Elementary Sch,A
4945,LaPorte Community School Corp,4727,Kingsbury Elementary School,B
4945,LaPorte Community School Corp,4741,LaPorte High School,B
4945,LaPorte Community School Corp,4745,Paul F Boston Middle School,C
4945,LaPorte Community School Corp,4749,Hailmann Elementary School,C
4945,LaPorte Community School Corp,4753,F Willard Crichfield Elementary,A
4945,LaPorte Community School Corp,4757,Lincoln Elementary School,B
4945,LaPorte Community School Corp,4767,Riley Elementary School,B
4945,LaPorte Community School Corp,4773,Handley Elementary School,B
5075,North Lawrence Com Schools,4857,Fayetteville Elementary School,C
5075,North Lawrence Com Schools,4865,Needmore Elementary School,C
5075,North Lawrence Com Schools,4869,Springville Elementary School,D
5075,North Lawrence Com Schools,4873,Heltonville Elementary School,C
5075,North Lawrence Com Schools,4878,Oolitic Middle School,C
5075,North Lawrence Com Schools,4885,Dollens Elementary School,B
5075,North Lawrence Com Schools,4889,Shawswick Elementary School,B
5075,North Lawrence Com Schools,4891,Shawswick Middle School,D
5075,North Lawrence Com Schools,4905,Bedford Middle School,C
5075,North Lawrence Com Schools,4909,Lincoln Elementary School,B
5075,North Lawrence Com Schools,4911,Bedford-North Lawrence High School,B
5075,North Lawrence Com Schools,4917,Parkview Primary School,C
5075,North Lawrence Com Schools,4921,Stalker Elementary School,C
5075,North Lawrence Com Schools,4932,Parkview Intermediate School,C
5085,Mitchell Community Schools,4861,Burris Elementary School,C
5085,Mitchell Community Schools,4863,Hatfield Elementary School,C
5085,Mitchell Community Schools,4924,Mitchell Jr High School,D
5085,Mitchell Community Schools,4925,Mitchell High School,B
5245,Frankton-Lapel Community Schools,5005,Frankton Jr-Sr High School,B
5245,Frankton-Lapel Community Schools,5009,Frankton Elementary School,C
5245,Frankton-Lapel Community Schools,5011,Lapel Sr High School,B
5245,Frankton-Lapel Community Schools,5012,Lapel Middle School,C
5245,Frankton-Lapel Community Schools,5025,Lapel Elementary School,B
5255,South Madison Com Sch Corp,4935,East Elementary School,C
5255,South Madison Com Sch Corp,5053,Pendleton Heights High School,B
5255,South Madison Com Sch Corp,5057,Pendleton Heights Middle School,B
5255,South Madison Com Sch Corp,5061,Pendleton Elementary School,C
5255,South Madison Com Sch Corp,5064,Maple Ridge Elementary School,C
5265,Alexandria Community School Corp,5041,Alexandria-Monroe High School,C
5265,Alexandria Community School Corp,5065,Alexandria-Monroe Intermediate,C
5265,Alexandria Community School Corp,5069,Alexandria-Monroe Elementary,C
5275,Anderson Community School Corp,4945,Anderson High School,C
5275,Anderson Community School Corp,4953,Edgewood Elementary School,C
5275,Anderson Community School Corp,4977,Tenth Street Elementary School,C
5275,Anderson Community School Corp,5033,Valley Grove Elementary School,A
5275,Anderson Community School Corp,5076,Highland Middle School,F
5275,Anderson Community School Corp,5102,Eastside Elementary School,B
5275,Anderson Community School Corp,5142,Anderson Elementary School,B
5275,Anderson Community School Corp,5146,Erskine Elementary School,B
5280,Elwood Community School Corp,5149,Elwood Jr-Sr High School,C
5280,Elwood Community School Corp,5151,Elwood Intermediate School,C
5280,Elwood Community School Corp,5157,Elwood Elementary School,C
5300,M S D Decatur Township,5177,Decatur Central High School,B
5300,M S D Decatur Township,5178,Gold Academy,C
5300,M S D Decatur Township,5179,Blue Academy,B
5300,M S D Decatur Township,5181,Decatur Middle School,C
5300,M S D Decatur Township,5185,Stephen Decatur Elementary School,C
5300,M S D Decatur Township,5187,Valley Mills Elementary School,B
5300,M S D Decatur Township,5188,Decatur Twp School for Excellence,F
5300,M S D Decatur Township,5189,West Newton Elementary School,B
5300,M S D Decatur Township,5192,Liberty Early Elementary School,B
5310,Franklin Township Com Sch Corp,5193,Franklin Central High School,A
5310,Franklin Township Com Sch Corp,5194,South Creek Elementary,C
5310,Franklin Township Com Sch Corp,5195,Franklin Township Middle Schl East,B
5310,Franklin Township Com Sch Corp,5197,Franklin Township Middle Sch West,B
5310,Franklin Township Com Sch Corp,5198,Thompson Crossing Elementary Sch,C
5310,Franklin Township Com Sch Corp,5200,Mary Adams Elementary School,A
5310,Franklin Township Com Sch Corp,5202,Arlington Elementary School,B
5310,Franklin Township Com Sch Corp,5203,Lillie Idella Kitley Elementary,D
5310,Franklin Township Com Sch Corp,5205,Bunker Hill Elementary School,A
5330,M S D Lawrence Township,5275,Lawrence Central High School,C
5330,M S D Lawrence Township,5276,Lawrence North High School,B
5330,M S D Lawrence Township,5277,Belzer Middle School,B
5330,M S D Lawrence Township,5281,Brook Park Elementary School,F
5330,M S D Lawrence Township,5283,Mary Evelyn Castle Elementary Sch,B
5330,M S D Lawrence Township,5284,Early Learning Center,C
5330,M S D Lawrence Township,5285,Crestview Elementary School,C
5330,M S D Lawrence Township,5287,Amy Beverland Elementary,A
5330,M S D Lawrence Township,5289,Harrison Hill Elementary School,D
5330,M S D Lawrence Township,5291,Fall Creek Valley Middle School,C
5330,M S D Lawrence Township,5293,Indian Creek Elementary School,D
5330,M S D Lawrence Township,5294,Forest Glen Elementary School,A
5330,M S D Lawrence Township,5295,Winding Ridge Elementary School,D
5330,M S D Lawrence Township,5296,Oaklandon Elementary School,D
5330,M S D Lawrence Township,5298,Skiles Test Elementary School,D
5330,M S D Lawrence Township,5299,Sunnyside Elementary School,B
5340,Perry Township Schools,5307,Perry Meridian High School,B
5340,Perry Township Schools,5309,Southport High School,B
5340,Perry Township Schools,5310,Southport 6th Grade Academy,B
5340,Perry Township Schools,5312,Perry Meridian 6th Grade Academy,B
5340,Perry Township Schools,5315,Southport Middle School,B
5340,Perry Township Schools,5319,Perry Meridian Middle School,B
5340,Perry Township Schools,5321,William Henry Burkhart Elementary,A
5340,Perry Township Schools,5322,Mary Bryan Elementary School,B
5340,Perry Township Schools,5325,Clinton Young Elementary School,D
5340,Perry Township Schools,5333,Glenns Valley Elementary School,C
5340,Perry Township Schools,5337,Abraham Lincoln Elementary School,C
5340,Perry Township Schools,5338,Douglas MacArthur Elem School,B
5340,Perry Township Schools,5345,Homecroft Elementary School,A
5340,Perry Township Schools,5347,Southport Elementary School,A
5340,Perry Township Schools,5351,Winchester Village Elementary,D
5340,Perry Township Schools,5366,Jeremiah Gray-Edison Elementary,B
5340,Perry Township Schools,5372,Rosa Parks-Edison Elementary,A
5350,M S D Pike Township,5349,Fishback Creek Public Academy,B
5350,M S D Pike Township,5352,Deer Run Elementary,C
5350,M S D Pike Township,5353,Pike High School,B
5350,M S D Pike Township,5354,College Park Elementary School,D
5350,M S D Pike Township,5355,Lincoln Middle School,D
5350,M S D Pike Township,5356,Guion Creek Middle School,D
5350,M S D Pike Township,5357,Central Elementary School,D
5350,M S D Pike Township,5358,Eagle Creek Elementary School,B
5350,M S D Pike Township,5359,Eastbrook Elementary School,B
5350,M S D Pike Township,5360,Guion Creek Elementary School,B
5350,M S D Pike Township,5363,Snacks Crossing Elementary School,F
5350,M S D Pike Township,5378,New Augusta Pub Aca-South,D
5350,M S D Pike Township,5380,New Augusta Public Academy-North,C
5360,M S D Warren Township,5361,Warren Central High School,B
5360,M S D Warren Township,5364,Creston Middle School,D
5360,M S D Warren Township,5367,Stonybrook Middle School,C
5360,M S D Warren Township,5368,Raymond Park Middle School,C
5360,M S D Warren Township,5369,Eastridge Elementary School,D
5360,M S D Warren Township,5370,Hawthorne Elementary School,A
5360,M S D Warren Township,5373,Grassy Creek Elementary School,A
5360,M S D Warren Township,5375,Lakeside Elementary School,D
5360,M S D Warren Township,5377,Lowell Elementary School,C
5360,M S D Warren Township,5386,Pleasant Run Elementary School,C
5360,M S D Warren Township,5389,Sunny Heights Elementary School,D
5360,M S D Warren Township,5391,Brookview Elementary School,C
5360,M S D Warren Township,5397,Liberty Park Elementary School,B
5360,M S D Warren Township,5399,Creston Intermediate Academy,C
5360,M S D Warren Township,5401,Stonybrook Intermediate Academy,D
5360,M S D Warren Township,5402,Raymond Park Intermediate,C
5370,M S D Washington Township,5403,Allisonville Elementary School,B
5370,M S D Washington Township,5406,Crooked Creek Elementary School,B
5370,M S D Washington Township,5418,Greenbriar Elementary School,D
5370,M S D Washington Township,5424,John Strange Elementary School,A
5370,M S D Washington Township,5427,Nora Elementary School,B
5370,M S D Washington Township,5430,Spring Mill Elementary School,B
5370,M S D Washington Township,5436,Fox Hill Elementary School,D
5370,M S D Washington Township,5442,Eastwood Middle School,C
5370,M S D Washington Township,5445,Northview Middle School,C
5370,M S D Washington Township,5448,Westlane Middle School,D
5370,M S D Washington Township,5451,North Central High School,B
5375,M S D Wayne Township,5213,Ben Davis High School,C
5375,M S D Wayne Township,5219,Ben Davis Ninth Grade Center,No Grade
5375,M S D Wayne Township,5221,Chapel Hill 7th & 8th Grade Center,C
5375,M S D Wayne Township,5222,Lynhurst 7th & 8th Grade Center,C
5375,M S D Wayne Township,5223,Maplewood Elementary School,C
5375,M S D Wayne Township,5227,Chapel Glen Elementary School,B
5375,M S D Wayne Township,5241,Garden City Elementary School,C
5375,M S D Wayne Township,5257,McClelland Elementary School,C
5375,M S D Wayne Township,5261,Rhoades Elementary School,C
5375,M S D Wayne Township,5265,Robey Elementary School,B
5375,M S D Wayne Township,5267,North Wayne Elementary School,F
5375,M S D Wayne Township,5270,Stout Field Elementary School,B
5375,M S D Wayne Township,5273,Westlake Elementary School,D
5375,M S D Wayne Township,5274,Chapelwood Elementary School,B
5375,M S D Wayne Township,5288,Achieve Virtual Education Academy,F
5375,M S D Wayne Township,5446,Bridgeport Elementary School,C
5375,M S D Wayne Township,5447,Ben Davis University High School,B
5380,Beech Grove City Schools,5449,Beech Grove Sr High School,B
5380,Beech Grove City Schools,5453,Beech Grove Middle School,C
5380,Beech Grove City Schools,5457,Central Elementary School,C
5380,Beech Grove City Schools,5461,South Grove Intermediate School,B
5380,Beech Grove City Schools,5463,Hornet Park Elementary School,C
5385,Indianapolis Public Schools,5465,Arlington Community High School,F
5385,Indianapolis Public Schools,5466,Arlington Community Middle School,F
5385,Indianapolis Public Schools,5469,Arsenal Technical High School,D
5385,Indianapolis Public Schools,5473,Crispus Attucks Medical Magnet HS,C
5385,Indianapolis Public Schools,5477,Broad Ripple Mgnt HS for Prfm Arts,C
5385,Indianapolis Public Schools,5483,Northwest Community High School,D
5385,Indianapolis Public Schools,5485,Shortridge High School,B
5385,Indianapolis Public Schools,5494,John Marshall Community High Sch,D
5385,Indianapolis Public Schools,5498,Cold Spring School,F
5385,Indianapolis Public Schools,5503,Key Learning Community Jr High Sch,F
5385,Indianapolis Public Schools,5509,Broad Ripple Mgnt Jr HS-Prfm Arts,F
5385,Indianapolis Public Schools,5512,Crispus Attucks Med Mgnt Jr HS,F
5385,Indianapolis Public Schools,5513,George Washington Comm Jr HS,F
5385,Indianapolis Public Schools,5514,Washington Irving School 14,F
5385,Indianapolis Public Schools,5515,Thomas D Gregg School 15,F
5385,Indianapolis Public Schools,5516,Northwest Community Jr High School,F
5385,Indianapolis Public Schools,5517,John Marshall Community Jr HS,F
5385,Indianapolis Public Schools,5522,Key Learning Community Elem Sch,F
5385,Indianapolis Public Schools,5531,James A Garfield Sch 31,D
5385,Indianapolis Public Schools,5534,Eleanor Skillen School 34,F
5385,Indianapolis Public Schools,5539,William McKinley School 39,F
5385,Indianapolis Public Schools,5542,Elder W Diggs School 42,F
5385,Indianapolis Public Schools,5543,James Whitcomb Riley School 43,F
5385,Indianapolis Public Schools,5544,Riverside School 44,F
5385,Indianapolis Public Schools,5546,Daniel Webster School 46,D
5385,Indianapolis Public Schools,5548,Louis B Russell Jr School 48,F
5385,Indianapolis Public Schools,5549,William Penn School 49,B
5385,Indianapolis Public Schools,5551,James Russell Lowell School 51,F
5385,Indianapolis Public Schools,5554,Brookside School 54,D
5385,Indianapolis Public Schools,5555,Eliza A Blaker School 55,D
5385,Indianapolis Public Schools,5556,Francis W Parker School 56,F
5385,Indianapolis Public Schools,5557,George W Julian School 57,D
5385,Indianapolis Public Schools,5558,Ralph Waldo Emerson School 58,F
5385,Indianapolis Public Schools,5560,William A Bell Reggio Acad Sch 60 ,C
5385,Indianapolis Public Schools,5563,Wendell Phillips School 63,F
5385,Indianapolis Public Schools,5565,Raymond F Brandes School 65,C
5385,Indianapolis Public Schools,5567,Stephen Collins Foster Sch 67,D
5385,Indianapolis Public Schools,5569,Joyce Kilmer School 69,F
5385,Indianapolis Public Schools,5570,Mary E Nicholson School 70,C
5385,Indianapolis Public Schools,5574,Theodore Potter School 74,D
5385,Indianapolis Public Schools,5577,Merle Sidener Gifted Academy,A
5385,Indianapolis Public Schools,5579,Carl Wilde School 79,C
5385,Indianapolis Public Schools,5582,Christian Park School 82,B
5385,Indianapolis Public Schools,5583,Floro Torrence School 83,D
5385,Indianapolis Public Schools,5587,George W Carver School 87,B
5385,Indianapolis Public Schools,5588,Anna Brochhausen School 88,B
5385,Indianapolis Public Schools,5590,Ernie Pyle School 90,C
5385,Indianapolis Public Schools,5591,Rousseau McClellan School 91,B
5385,Indianapolis Public Schools,5593,George H Fisher School 93,A
5385,Indianapolis Public Schools,5596,Meredith Nicholson School 96,C
5385,Indianapolis Public Schools,5597,Emma Donnan Elementary School,D
5385,Indianapolis Public Schools,5601,H L Harshman Middle School,F
5385,Indianapolis Public Schools,5603,Phalen at Francis Scott Key 103,D
5385,Indianapolis Public Schools,5605,Charles W Fairbanks Sch 105,D
5385,Indianapolis Public Schools,5606,Robert Lee Frost School 106,D
5385,Indianapolis Public Schools,5607,Lew Wallace School 107,B
5385,Indianapolis Public Schools,5609,Jonathan Jennings School 109,C
5385,Indianapolis Public Schools,5614,Paul I Miller School 114,F
5385,Indianapolis Public Schools,5619,George S Buck Elementary School,F
5385,Indianapolis Public Schools,5623,Arlington Woods Elementary School,C
5385,Indianapolis Public Schools,5631,Key Learning Community High School,B
5385,Indianapolis Public Schools,5635,Center For Inquiry,B
5385,Indianapolis Public Schools,5643,George Washington Community HS,D
5385,Indianapolis Public Schools,5659,Center for Inquiry II,A
5385,Indianapolis Public Schools,5662,Clarence Farrington School 61,F
5385,Indianapolis Public Schools,5668,Center for Inquiry III,F
5385,Indianapolis Public Schools,5674,Frederick Douglass School 19,C
5400,School Town of Speedway,5889,Speedway Junior High School,A
5400,School Town of Speedway,5891,Speedway Senior High School,B
5400,School Town of Speedway,5893,James A Allison Elementary Sch 3,A
5400,School Town of Speedway,5897,Carl G Fisher Elementary School 1,A
5400,School Town of Speedway,5901,Arthur C Newby Elementary School 2,A
5400,School Town of Speedway,5905,Frank H Wheeler Elementary Sch 4,A
5455,Culver Community Schools Corp,5245,Culver Community High School,B
5455,Culver Community Schools Corp,5928,Culver Elementary School,C
5455,Culver Community Schools Corp,5931,Culver Community Middle School,D
5470,Argos Community Schools,5936,Argos Community Elementary,B
5470,Argos Community Schools,5937,Argos Comm Jr-Sr High School,C
5480,Bremen Public Schools,5941,Bremen Senior High School,B
5480,Bremen Public Schools,5943,Bremen Elementary/Middle School,B
5485,Plymouth Community School Corp,5933,Menominee Elementary School,C
5485,Plymouth Community School Corp,5945,Plymouth High School,B
5485,Plymouth Community School Corp,5949,Lincoln Junior High School,C
5485,Plymouth Community School Corp,5956,Riverside Intermediate,C
5485,Plymouth Community School Corp,5961,Jefferson Elementary School,C
5485,Plymouth Community School Corp,5965,Washington Discovery Academy,B
5485,Plymouth Community School Corp,5969,Webster Elementary School,B
5495,Triton School Corporation,5922,Triton Elementary School,B
5495,Triton School Corporation,5923,Triton Jr-Sr High School,B
5520,Shoals Community School Corp,5985,Shoals Comm Jr-Sr High School,D
5520,Shoals Community School Corp,5989,Shoals Community Elementary School,B
5525,Loogootee Community Sch Corp,5997,Loogootee Elementary School,A
5525,Loogootee Community Sch Corp,6001,Loogootee Middle School,B
5525,Loogootee Community Sch Corp,6003,Loogootee High School,B
5615,Maconaquah School Corp,6012,Pipe Creek Elementary School,C
5615,Maconaquah School Corp,6032,Maconaquah High School,B
5615,Maconaquah School Corp,6033,Maconaquah Middle School,C
5615,Maconaquah School Corp,6035,Maconaquah Elementary School,C
5620,North Miami Community Schools,6049,North Miami Middle/High School,C
5620,North Miami Community Schools,6051,North Miami Elementary School,C
5625,Oak Hill United School Corp,2305,Oak Hill Junior High School,C
5625,Oak Hill United School Corp,2306,Swayzee Elementary School,C
5625,Oak Hill United School Corp,6069,Oak Hill High School,B
5625,Oak Hill United School Corp,6073,Converse Elementary School,C
5625,Oak Hill United School Corp,6081,Sweetser Elementary School,C
5635,Peru Community Schools,6085,Peru High School,B
5635,Peru Community Schools,6089,Peru Junior High School,B
5635,Peru Community Schools,6093,Blair Pointe Upper Elementary,B
5635,Peru Community Schools,6097,Elmwood Primary Learning Center,B
5705,Richland-Bean Blossom C S C,6117,Stinesville Elementary School,B
5705,Richland-Bean Blossom C S C,6146,Edgewood High School,B
5705,Richland-Bean Blossom C S C,6147,Edgewood Junior High School,A
5705,Richland-Bean Blossom C S C,6151,Edgewood Primary School,B
5705,Richland-Bean Blossom C S C,6153,Edgewood Intermediate School,B
5740,Monroe County Community Sch Corp,6123,Unionville Elementary School,A
5740,Monroe County Community Sch Corp,6134,Lakeview Elementary School,B
5740,Monroe County Community Sch Corp,6157,Grandview Elementary School,B
5740,Monroe County Community Sch Corp,6162,Highland Park Elementary School,B
5740,Monroe County Community Sch Corp,6164,Summit Elementary School,C
5740,Monroe County Community Sch Corp,6166,Bloomington High School South,A
5740,Monroe County Community Sch Corp,6168,Bloomington High School North,B
5740,Monroe County Community Sch Corp,6170,Tri-North Middle School,B
5740,Monroe County Community Sch Corp,6172,Lora L Batchelor Middle School,A
5740,Monroe County Community Sch Corp,6173,Binford Elementary School,A
5740,Monroe County Community Sch Corp,6181,Arlington Heights Elementary Sch,B
5740,Monroe County Community Sch Corp,6187,Childs Elementary School,A
5740,Monroe County Community Sch Corp,6189,Clear Creek Elementary School,B
5740,Monroe County Community Sch Corp,6197,Fairview Elementary School,D
5740,Monroe County Community Sch Corp,6202,The Acad of Sci & Entrepreneurship,A
5740,Monroe County Community Sch Corp,6213,Marlin Elementary School,B
5740,Monroe County Community Sch Corp,6217,Rogers Elementary School,A
5740,Monroe County Community Sch Corp,6220,Bloomington Graduation School,C
5740,Monroe County Community Sch Corp,6223,Jackson Creek Middle School,B
5740,Monroe County Community Sch Corp,6225,Templeton Elementary School,B
5740,Monroe County Community Sch Corp,6226,University Elementary School,B
5835,North Montgomery Com Sch Corp,6240,Pleasant Hill Elementary School,B
5835,North Montgomery Com Sch Corp,6243,Lester B Sommer Elementary School,A
5835,North Montgomery Com Sch Corp,6244,Northridge Middle School,C
5835,North Montgomery Com Sch Corp,6246,Sugar Creek Elementary School,B
5835,North Montgomery Com Sch Corp,6271,North Montgomery High School,B
5845,South Montgomery Com Sch Corp,6233,Ladoga Elementary School,A
5845,South Montgomery Com Sch Corp,6257,Southmont Sr High School,B
5845,South Montgomery Com Sch Corp,6258,Walnut Elementary School,A
5845,South Montgomery Com Sch Corp,6261,Southmont Jr High School,C
5845,South Montgomery Com Sch Corp,6269,New Market Elementary School,A
5855,Crawfordsville Community Schools,6277,Crawfordsville Sr High School,B
5855,Crawfordsville Community Schools,6281,Crawfordsville Middle School,B
5855,Crawfordsville Community Schools,6289,Mollie B Hoover Elementary School,B
5855,Crawfordsville Community Schools,6293,Laura Hose Elementary School,B
5855,Crawfordsville Community Schools,6301,Meredith Nicholson Elementary Sch,B
5900,Monroe-Gregg School District,6315,Monrovia Middle School,C
5900,Monroe-Gregg School District,6321,Monrovia High School,C
5900,Monroe-Gregg School District,6323,Monrovia Elementary School,B
5910,Eminence Community School Corp,6325,Eminence Jr-Sr High School,C
5910,Eminence Community School Corp,6327,Eminence Elementary School,D
5925,M S D Martinsville Schools,6309,Green Township Elementary School,C
5925,M S D Martinsville Schools,6329,Martinsville High School,B
5925,M S D Martinsville Schools,6331,Martinsville West Middle School,B
5925,M S D Martinsville Schools,6333,Ronald K Bell East Middle School,C
5925,M S D Martinsville Schools,6337,Brooklyn Elementary School,B
5925,M S D Martinsville Schools,6341,Centerton Elementary School,A
5925,M S D Martinsville Schools,6344,South Elementary School,C
5925,M S D Martinsville Schools,6349,Charles L Smith Elem School,B
5925,M S D Martinsville Schools,6357,Paragon Elementary School,B
5925,M S D Martinsville Schools,6361,Poston Road Elementary School,C
5930,Mooresville Con School Corp,6369,Mooresville High School,B
5930,Mooresville Con School Corp,6373,Paul Hadley Middle School,B
5930,Mooresville Con School Corp,6375,Neil Armstrong Elementary School,B
5930,Mooresville Con School Corp,6381,Newby Memorial Elementary School,A
5930,Mooresville Con School Corp,6385,North Madison Elementary School,C
5930,Mooresville Con School Corp,6387,Northwood Elementary School,B
5930,Mooresville Con School Corp,6393,Waverly Elementary School,A
5945,North Newton School Corp,6397,Morocco Elementary School,A
5945,North Newton School Corp,6405,Lake Village Elementary School,C
5945,North Newton School Corp,6409,Lincoln Elementary School,C
5945,North Newton School Corp,6411,North Newton Jr-Sr High School,C
5995,South Newton School Corp,6417,South Newton Senior High School,B
5995,South Newton School Corp,6431,South Newton Elementary School,B
5995,South Newton School Corp,6433,South Newton Middle School,C
6055,Central Noble Com School Corp,6442,Wolf Lake Elementary School,D
6055,Central Noble Com School Corp,6453,Central Noble Junior Senior HS,C
6055,Central Noble Com School Corp,6454,Albion Elementary School,A
6060,East Noble School Corporation,6457,Avilla Elementary School,B
6060,East Noble School Corporation,6458,East Noble High School,B
6060,East Noble School Corporation,6461,East Noble Middle School,C
6060,East Noble School Corporation,6465,Rome City Elementary School,C
6060,East Noble School Corporation,6477,North Side Elementary School,B
6060,East Noble School Corporation,6478,South Side Elementary School,C
6060,East Noble School Corporation,6485,Wayne Center Elem School,B
6065,West Noble School Corporation,6489,West Noble High School,C
6065,West Noble School Corporation,6491,West Noble Primary School,B
6065,West Noble School Corporation,6509,West Noble Middle School,B
6065,West Noble School Corporation,6510,West Noble Elementary School,B
6080,Rising Sun-Ohio Co Com,6511,Ohio County Elementary School,C
6080,Rising Sun-Ohio Co Com,6512,Ohio County Middle School,A
6080,Rising Sun-Ohio Co Com,6513,Rising Sun High School,B
6145,Orleans Community Schools,6573,Orleans Jr-Sr High School,B
6145,Orleans Community Schools,6577,Orleans Elementary School,A
6155,Paoli Community School Corp,6581,Paoli Jr & Sr High School,C
6155,Paoli Community School Corp,6587,Throop Elementary School,C
6160,Springs Valley Com School Corp,6589,Springs Valley Comm High School,C
6160,Springs Valley Com School Corp,6591,Springs Valley Elementary School,C
6195,Spencer-Owen Community Schools,6597,Owen Valley Middle School,C
6195,Spencer-Owen Community Schools,6601,Patricksburg Elementary School,D
6195,Spencer-Owen Community Schools,6605,Gosport Elementary School,B
6195,Spencer-Owen Community Schools,6613,Owen Valley Community High School,B
6195,Spencer-Owen Community Schools,6617,Spencer Elementary School,B
6195,Spencer-Owen Community Schools,6619,McCormick's Creek Elementary Sch,B
6260,Southwest Parke Com Sch Corp,6621,Rosedale Elementary School,C
6260,Southwest Parke Com Sch Corp,6627,Riverton Parke Jr-Sr High School,D
6260,Southwest Parke Com Sch Corp,6629,Montezuma Elementary School,D
6325,Perry Central Com Schools Corp,6705,Perry Central Elementary School,A
6325,Perry Central Com Schools Corp,6708,Perry Central Jr-Sr High School,B
6340,Cannelton City Schools,6733,Cannelton Elementary & High School,B
6350,Tell City-Troy Twp School Corp,6741,Tell City Jr-Sr High School,B
6350,Tell City-Troy Twp School Corp,6745,William Tell Elementary School,B
6375,North Central Parke Comm Schl Corp,6637,Rockville Jr-Sr High School,C
6375,North Central Parke Comm Schl Corp,6645,Rockville Elementary School,C
6375,North Central Parke Comm Schl Corp,6647,Turkey Run Elementary School,C
6375,North Central Parke Comm Schl Corp,6649,Turkey Run Jr/Sr High School,C
6445,Pike County School Corp,6759,Otwell Elementary School,A
6445,Pike County School Corp,6763,Pike Central High School,B
6445,Pike County School Corp,6768,Pike Central Middle School,C
6445,Pike County School Corp,6808,Winslow Elementary School,C
6445,Pike County School Corp,6809,Petersburg Elementary School,B
6460,M S D Boone Township,6813,Hebron High School,B
6460,M S D Boone Township,6814,Hebron Middle School,B
6460,M S D Boone Township,6815,Hebron Elementary School,C
6470,Duneland School Corporation,6817,Jackson Elementary School,B
6470,Duneland School Corporation,6819,Brummitt Elementary School,B
6470,Duneland School Corporation,6821,Liberty Intermediate School,A
6470,Duneland School Corporation,6823,Liberty Elementary School,A
6470,Duneland School Corporation,6925,Chesterton Senior High School,B
6470,Duneland School Corporation,6927,Westchester Intermediate School,A
6470,Duneland School Corporation,6928,Bailly Elementary School,B
6470,Duneland School Corporation,6930,Chesterton Middle School,B
6470,Duneland School Corporation,6941,Newton Yost Elementary School,B
6510,East Porter County School Corp,6825,Morgan Township Middle/High School,B
6510,East Porter County School Corp,6828,Morgan Township Elementary School,A
6510,East Porter County School Corp,6833,Kouts Middle/High School,B
6510,East Porter County School Corp,6835,Kouts Elementary School,B
6510,East Porter County School Corp,6849,Washington Twp Middle/High School,B
6510,East Porter County School Corp,6852,Washington Twp Elementary School,A
6520,Porter Township School Corp,6837,Boone Grove Elementary School,B
6520,Porter Township School Corp,6838,Boone Grove High School,A
6520,Porter Township School Corp,6839,Boone Grove Middle School,C
6520,Porter Township School Corp,6840,Porter Lakes Elementary School,B
6530,Union Township School Corp,6841,Wheeler High School,B
6530,Union Township School Corp,6843,Union Township Middle School,A
6530,Union Township School Corp,6845,Union Center Elementary School,B
6530,Union Township School Corp,6846,John Simatovich Elementary School,A
6550,Portage Township Schools,6853,Portage High School,B
6550,Portage Township Schools,6857,Wallace Aylesworth Elementary,B
6550,Portage Township Schools,6859,William Fegely Middle School,B
6550,Portage Township Schools,6861,Crisman Elementary School,C
6550,Portage Township Schools,6865,Central Elementary School,B
6550,Portage Township Schools,6869,Ethel R Jones Elementary School,A
6550,Portage Township Schools,6871,Willowcreek Middle School,C
6550,Portage Township Schools,6874,Rowena Kyle Elementary School,B
6550,Portage Township Schools,6876,Paul Saylor Elementary School,B
6550,Portage Township Schools,6877,George L Myers Elementary School,B
6550,Portage Township Schools,6879,South Haven Elementary School,B
6560,Valparaiso Community Schools,6881,Valparaiso High School,B
6560,Valparaiso Community Schools,6885,Benjamin Franklin Middle School,B
6560,Valparaiso Community Schools,6887,Thomas Jefferson Middle School,B
6560,Valparaiso Community Schools,6888,Thomas Jefferson Elementary School,A
6560,Valparaiso Community Schools,6891,Central Elementary School,B
6560,Valparaiso Community Schools,6893,Flint Lake Elementary School,C
6560,Valparaiso Community Schools,6897,Cooks Corners Elementary School,A
6560,Valparaiso Community Schools,6909,Hayes Leonard Elementary School,A
6560,Valparaiso Community Schools,6913,Memorial Elementary School,A
6560,Valparaiso Community Schools,6917,Northview Elementary School,A
6560,Valparaiso Community Schools,6921,Parkview Elementary School,A
6590,M S D Mount Vernon,6949,Mount Vernon High School,B
6590,M S D Mount Vernon,6953,Mount Vernon Jr High School,B
6590,M S D Mount Vernon,6961,West Elementary School,A
