Corp,Corp Name,School,School Name,"Performance Points
 (3-8)","Performance Weight
 (3-8)","Growth Points
 (4-8)","Growth Weight
 (4-8)","Performance Points
 (10)","Performance Weight
 (10)","Growth Points
 (10-12)","Growth Weight
 (10-12)","Mult. Measures Points
 (12)","Mult. Measures Weight
 (12)",Overall Points,Overall Grade
5385,Indianapolis Public Schools,5596,Meredith Nicholson School 96,36.4,0.5,92.9,0.5,,,,,,,64.7,D
5385,Indianapolis Public Schools,5597,Emma Donnan Elementary School,,,106.1,1,,,,,,,106.1,A
5385,Indianapolis Public Schools,5601,H L Harshman Middle School,,,,,,,,,,,,Appeal Pending
5385,Indianapolis Public Schools,5603,Phalen at Francis Scott Key 103,,,96.5,1,,,,,,,96.5,A
5385,Indianapolis Public Schools,5605,Charles Warren Fairbanks Sch 105,24.3,0.5,83.5,0.5,,,,,,,53.9,F
5385,Indianapolis Public Schools,5606,Robert Lee Frost School 106,24.8,0.5,86.8,0.5,,,,,,,55.8,F
5385,Indianapolis Public Schools,5607,Lew Wallace School 107,34.3,0.5,92.5,0.5,,,,,,,63.4,D
5385,Indianapolis Public Schools,5609,Jonathan Jennings School 109,43.5,0.5,90.4,0.5,,,,,,,67.0,D
5385,Indianapolis Public Schools,5614,Paul I Miller School 114,35.8,0.5,96.7,0.5,,,,,,,66.3,D
5385,Indianapolis Public Schools,5619,George S Buck School 94,18.7,0.5,92.8,0.5,,,,,,,55.8,F
5385,Indianapolis Public Schools,5623,Arlington Woods School 99,19,0.5,78.1,0.5,,,,,,,48.6,F
5385,Indianapolis Public Schools,5635,Center For Inquiry School 2,66.2,0.5,87.4,0.5,,,,,,,76.8,C
5385,Indianapolis Public Schools,5643,George Washington Community HS,,,,,9.5,0.2,85.7,0.2,83.8,0.6,69.3,D
5385,Indianapolis Public Schools,5659,Center for Inquiry School 84,84.5,0.5,112.5,0.5,,,,,,,98.5,A
5385,Indianapolis Public Schools,5662,Clarence Farrington School 61,,,,,,,,,,,,Appeal Pending
5385,Indianapolis Public Schools,5668,Center for Inquiry School 27,47,0.5,104.3,0.5,,,,,,,75.7,C
5385,Indianapolis Public Schools,5674,Frederick Douglass School 19,33.9,0.5,82,0.5,,,,,,,58.0,F
5400,School Town of Speedway,5889,Speedway Junior High School,77.1,0.5,120,0.5,,,,,,,98.6,A
5400,School Town of Speedway,5891,Speedway Senior High School,,,,,66.3,0.2,131.4,0.2,100,0.6,99.5,A
5400,School Town of Speedway,5893,James A Allison Elementary Sch 3,73.2,0.5,104,0.5,,,,,,,88.6,B
5400,School Town of Speedway,5897,Carl G Fisher Elementary School 1,73.1,0.5,112.8,0.5,,,,,,,93.0,A
5400,School Town of Speedway,5901,Arthur C Newby Elementary School 2,77.2,0.5,102.6,0.5,,,,,,,89.9,B
5400,School Town of Speedway,5905,Frank H Wheeler Elementary Sch 4,72.8,0.5,120.4,0.5,,,,,,,96.6,A
5455,Culver Community Schools Corp,5245,Culver Community Middle/High Sch,45.4,0.237,91.3,0.237,43.8,0.105,120.8,0.105,100,0.316,81.3,B
5455,Culver Community Schools Corp,5928,Culver Elementary School,63.4,0.5,89.9,0.5,,,,,,,76.7,C
5470,Argos Community Schools,5936,Argos Community Elementary,60.6,0.5,86.8,0.5,,,,,,,73.7,C
5470,Argos Community Schools,5937,Argos Comm Jr-Sr High School,68.9,0.174,86.7,0.174,68.9,0.131,107,0.131,100,0.392,89.3,B
5480,Bremen Public Schools,5941,Bremen Senior High School,,,,,48.8,0.2,103.8,0.2,100.9,0.6,91.1,A
5480,Bremen Public Schools,5943,Bremen Elementary/Middle School,66.3,0.5,104,0.5,,,,,,,85.2,B
5485,Plymouth Community School Corp,5933,Menominee Elementary School,53.7,0.5,90.4,0.5,,,,,,,72.1,C
5485,Plymouth Community School Corp,5945,Plymouth High School,,,,,46.8,0.2,96.8,0.2,95.4,0.6,86.0,B
5485,Plymouth Community School Corp,5949,Lincoln Junior High School,57,0.5,96.7,0.5,,,,,,,76.9,C
5485,Plymouth Community School Corp,5956,Riverside Intermediate,70.9,0.5,104.7,0.5,,,,,,,87.8,B
5485,Plymouth Community School Corp,5961,Jefferson Elementary School,49.5,0.5,70.8,0.5,,,,,,,60.2,D
5485,Plymouth Community School Corp,5965,Washington Discovery Academy,59.4,0.5,116.4,0.5,,,,,,,87.9,B
5485,Plymouth Community School Corp,5969,Webster Elementary School,58,0.5,68.8,0.5,,,,,,,63.4,D
5495,Triton School Corporation,5922,Triton Elementary School,70.9,0.5,106.8,0.5,,,,,,,88.9,B
5495,Triton School Corporation,5923,Triton Jr-Sr High School,73.7,0.17,108.4,0.17,50,0.132,105.5,0.132,93.6,0.396,88.6,B
5520,Shoals Community School Corp,5985,Shoals Community High School,,,,,26.2,0.2,86.3,0.2,100,0.6,82.5,B
5520,Shoals Community School Corp,5989,Shoals Community Elementary School,60.8,0.5,109.2,0.5,,,,,,,85.0,B
5520,Shoals Community School Corp,5991,Shoals Middle School,,,88.1,1,,,,,,,88.1,B
5525,Loogootee Community Sch Corp,5997,Loogootee Elementary School,75.5,0.5,120.3,0.5,,,,,,,97.9,A
5525,Loogootee Community Sch Corp,6001,Loogootee Middle School,65.4,0.5,100.7,0.5,,,,,,,83.1,B
5525,Loogootee Community Sch Corp,6003,Loogootee High School,,,,,38,0.2,92.5,0.2,100,0.6,86.1,B
5615,Maconaquah School Corp,6012,Pipe Creek Elementary School,57.4,0.5,81.7,0.5,,,,,,,69.6,D
5615,Maconaquah School Corp,6032,Maconaquah High School,,,,,47.6,0.2,132.6,0.2,101.7,0.6,97.1,A
5615,Maconaquah School Corp,6033,Maconaquah Middle School,51.5,0.5,101.9,0.5,,,,,,,76.7,C
5615,Maconaquah School Corp,6035,Maconaquah Elementary School,57.4,0.5,81.7,0.5,,,,,,,69.6,D
5620,North Miami Community Schools,6049,North Miami Middle/High School,49.7,0.177,86.4,0.177,46.1,0.129,113.6,0.129,100.9,0.388,83.8,B
5620,North Miami Community Schools,6051,North Miami Elementary School,64.1,0.5,97.6,0.5,,,,,,,80.9,B
5625,Oak Hill United School Corp,2305,Oak Hill Junior High School,57,0.5,105.5,0.5,,,,,,,81.3,B
5625,Oak Hill United School Corp,2306,Swayzee Elementary School,52.8,0.5,98.3,0.5,,,,,,,75.6,C
5625,Oak Hill United School Corp,6069,Oak Hill High School,,,,,53.4,0.2,107.6,0.2,101.3,0.6,93.0,A
5625,Oak Hill United School Corp,6073,Converse Elementary School,62.5,0.5,104.6,0.5,,,,,,,83.6,B
5625,Oak Hill United School Corp,6081,Sweetser Elementary School,62.5,0.5,104.6,0.5,,,,,,,83.6,B
5635,Peru Community Schools,6085,Peru High School,,,,,45.6,0.2,83.1,0.2,100.4,0.6,86.0,B
5635,Peru Community Schools,6089,Peru Junior High School,61.2,0.5,101,0.5,,,,,,,81.1,B
5635,Peru Community Schools,6093,Blair Pointe Upper Elementary,62.7,0.5,103.4,0.5,,,,,,,83.1,B
5635,Peru Community Schools,6097,Elmwood Primary Learning Center,62.7,0.5,103.4,0.5,,,,,,,83.1,B
5705,Richland-Bean Blossom C S C,6117,Stinesville Elementary School,83.6,0.5,90.6,0.5,,,,,,,87.1,B
5705,Richland-Bean Blossom C S C,6146,Edgewood High School,,,,,55.5,0.2,110.3,0.2,94.6,0.6,89.9,B
5705,Richland-Bean Blossom C S C,6147,Edgewood Junior High School,73.4,0.5,111,0.5,,,,,,,92.2,A
5705,Richland-Bean Blossom C S C,6151,Edgewood Primary School,74,0.5,96.7,0.5,,,,,,,85.4,B
5705,Richland-Bean Blossom C S C,6153,Edgewood Intermediate School,73.9,0.5,96.7,0.5,,,,,,,85.3,B
5740,Monroe County Community Sch Corp,6123,Unionville Elementary School,,,,,,,,,,,,Appeal Pending
5740,Monroe County Community Sch Corp,6134,Lakeview Elementary School,,,,,,,,,,,,Appeal Pending
5740,Monroe County Community Sch Corp,6157,Grandview Elementary School,,,,,,,,,,,,Appeal Pending
5740,Monroe County Community Sch Corp,6162,Highland Park Elementary School,,,,,,,,,,,,Appeal Pending
5740,Monroe County Community Sch Corp,6164,Summit Elementary School,69.2,0.5,100.9,0.5,,,,,,,85.1,B
5740,Monroe County Community Sch Corp,6166,Bloomington High School South,,,,,,,,,,,,Appeal Pending
5740,Monroe County Community Sch Corp,6168,Bloomington High School North,,,,,,,,,,,,Appeal Pending
5740,Monroe County Community Sch Corp,6170,Tri-North Middle School,,,,,,,,,,,,Appeal Pending
5740,Monroe County Community Sch Corp,6172,Lora L Batchelor Middle School,,,,,,,,,,,,Appeal Pending
5740,Monroe County Community Sch Corp,6173,Binford Elementary School,80.8,0.5,106.8,0.5,,,,,,,93.8,A
5740,Monroe County Community Sch Corp,6181,Arlington Heights Elementary Sch,70.7,0.5,128.5,0.5,,,,,,,99.6,A
5740,Monroe County Community Sch Corp,6187,Childs Elementary School,,,,,,,,,,,,Appeal Pending
5740,Monroe County Community Sch Corp,6189,Clear Creek Elementary School,,,,,,,,,,,,Appeal Pending
5740,Monroe County Community Sch Corp,6197,Fairview Elementary School,42.1,0.5,100,0.5,,,,,,,71.1,C
5740,Monroe County Community Sch Corp,6202,The Acad of Sci & Entrepreneurship,,,,,71.9,0.2,114.5,0.2,100,0.6,97.3,A
5740,Monroe County Community Sch Corp,6213,Marlin Elementary School,77.3,0.5,103.2,0.5,,,,,,,90.3,A
5740,Monroe County Community Sch Corp,6217,Rogers Elementary School,80.8,0.5,106.8,0.5,,,,,,,93.8,A
5740,Monroe County Community Sch Corp,6220,Bloomington Graduation School,,,,,,,,,76.5,1,76.5,C
5740,Monroe County Community Sch Corp,6223,Jackson Creek Middle School,,,,,,,,,,,,Appeal Pending
5740,Monroe County Community Sch Corp,6225,Templeton Elementary School,,,,,,,,,,,,Appeal Pending
5740,Monroe County Community Sch Corp,6226,University Elementary School,,,,,,,,,,,,Appeal Pending
5835,North Montgomery Com Sch Corp,6240,Pleasant Hill Elementary School,68.1,0.5,97.2,0.5,,,,,,,82.7,B
5835,North Montgomery Com Sch Corp,6243,Lester B Sommer Elementary School,64.8,0.5,141.1,0.5,,,,,,,103.0,A
5835,North Montgomery Com Sch Corp,6244,Northridge Middle School,61.4,0.5,103.8,0.5,,,,,,,82.6,B
5835,North Montgomery Com Sch Corp,6246,Sugar Creek Elementary School,61.2,0.5,115.6,0.5,,,,,,,88.4,B
5835,North Montgomery Com Sch Corp,6271,North Montgomery High School,,,,,53.3,0.2,114,0.2,100,0.6,93.5,A
5845,South Montgomery Com Sch Corp,6233,Ladoga Elementary School,81.6,0.5,107.4,0.5,,,,,,,94.5,A
5845,South Montgomery Com Sch Corp,6257,Southmont Sr High School,,,,,55.9,0.2,109.2,0.2,100.5,0.6,93.3,A
5845,South Montgomery Com Sch Corp,6258,Walnut Elementary School,81.3,0.5,113,0.5,,,,,,,97.2,A
5845,South Montgomery Com Sch Corp,6261,Southmont Jr High School,74.4,0.5,103,0.5,,,,,,,88.7,B
5845,South Montgomery Com Sch Corp,6269,New Market Elementary School,79.7,0.5,113.5,0.5,,,,,,,96.6,A
5855,Crawfordsville Community Schools,6277,Crawfordsville Sr High School,,,,,43,0.2,87.6,0.2,100,0.6,86.1,B
5855,Crawfordsville Community Schools,6281,Crawfordsville Middle School,51.9,0.5,91.3,0.5,,,,,,,71.6,C
5855,Crawfordsville Community Schools,6289,Mollie B Hoover Elementary School,56.6,0.5,102.9,0.5,,,,,,,79.8,C
5855,Crawfordsville Community Schools,6293,Laura Hose Elementary School,44,0.5,102.9,0.5,,,,,,,73.5,C
5855,Crawfordsville Community Schools,6301,Meredith Nicholson Elementary Sch,44,0.5,102.9,0.5,,,,,,,73.5,C
5900,Monroe-Gregg School District,6315,Monrovia Middle School,57.9,0.5,97.6,0.5,,,,,,,77.8,C
5900,Monroe-Gregg School District,6321,Monrovia High School,,,,,40.8,0.2,108.9,0.2,93.9,0.6,86.3,B
5900,Monroe-Gregg School District,6323,Monrovia Elementary School,61.7,0.5,101.3,0.5,,,,,,,81.5,B
5910,Eminence Community School Corp,6325,Eminence Jr-Sr High School,45.7,0.204,86.1,0.204,26.6,0.118,118.5,0.118,100,0.355,79.5,C
5910,Eminence Community School Corp,6327,Eminence Elementary School,48,0.5,93.3,0.5,,,,,,,70.7,C
5925,M S D Martinsville Schools,6309,Green Township Elementary School,68.8,0.5,78.9,0.5,,,,,,,73.9,C
5925,M S D Martinsville Schools,6329,Martinsville High School,,,,,,,,,,,,Appeal Pending
5925,M S D Martinsville Schools,6332,John R. Wooden Middle School,,,111.9,1,,,,,,,111.9,A
5925,M S D Martinsville Schools,6334,Bell Intermediate Academy,,,95.7,1,,,,,,,95.7,A
5925,M S D Martinsville Schools,6337,Brooklyn Elementary School,59.8,0.5,105.8,0.5,,,,,,,82.8,B
5925,M S D Martinsville Schools,6341,Centerton Elementary School,82.9,0.5,101.5,0.5,,,,,,,92.2,A
5925,M S D Martinsville Schools,6344,South Elementary School,63.2,0.5,104.9,0.5,,,,,,,84.1,B
5925,M S D Martinsville Schools,6349,Charles L Smith Elementary School,69.7,0.5,100.5,0.5,,,,,,,85.1,B
5925,M S D Martinsville Schools,6357,Paragon Elementary School,54.5,0.5,109.3,0.5,,,,,,,81.9,B
5925,M S D Martinsville Schools,6361,Poston Road Elementary School,63.5,0.5,115.1,0.5,,,,,,,89.3,B
5930,Mooresville Con School Corp,6369,Mooresville High School,,,,,44.5,0.2,91.2,0.2,100.7,0.6,87.6,B
5930,Mooresville Con School Corp,6373,Paul Hadley Middle School,66.6,0.5,98.3,0.5,,,,,,,82.5,B
5930,Mooresville Con School Corp,6375,Neil Armstrong Elementary School,66.5,0.5,113.1,0.5,,,,,,,89.8,B
5930,Mooresville Con School Corp,6381,Newby Memorial Elementary School,66.7,0.5,113.9,0.5,,,,,,,90.3,A
5930,Mooresville Con School Corp,6385,North Madison Elementary School,68.5,0.5,103.9,0.5,,,,,,,86.2,B
5930,Mooresville Con School Corp,6387,Northwood Elementary School,67.1,0.5,102.6,0.5,,,,,,,84.9,B
5930,Mooresville Con School Corp,6393,Waverly Elementary School,76.8,0.5,108.6,0.5,,,,,,,92.7,A
5945,North Newton School Corp,6397,Morocco Elementary School,72.3,0.5,84.3,0.5,,,,,,,78.3,C
5945,North Newton School Corp,6405,Lake Village Elementary School,70.7,0.5,95,0.5,,,,,,,82.9,B
5945,North Newton School Corp,6409,Lincoln Elementary School,55.2,0.5,103.8,0.5,,,,,,,79.5,C
5945,North Newton School Corp,6411,North Newton Jr-Sr High School,45.9,0.167,75.1,0.167,34.9,0.133,88,0.133,100,0.4,76.6,C
5995,South Newton School Corp,6417,South Newton Senior High School,,,,,47.9,0.2,116.7,0.2,90.9,0.6,87.5,B
5995,South Newton School Corp,6431,South Newton Elementary School,55.8,0.5,67.7,0.5,,,,,,,61.8,D
5995,South Newton School Corp,6433,South Newton Middle School,59.4,0.5,111.6,0.5,,,,,,,85.5,B
6055,Central Noble Com School Corp,6442,Wolf Lake Elementary School,68.2,0.5,87.7,0.5,,,,,,,78.0,C
6055,Central Noble Com School Corp,6453,Central Noble Junior Senior HS,50.9,0.215,94.4,0.215,30.4,0.114,96.5,0.114,101,0.342,80.3,B
6055,Central Noble Com School Corp,6454,Albion Elementary School,54.7,0.5,62.3,0.5,,,,,,,58.5,F
6060,East Noble School Corporation,6457,Avilla Elementary School,68.5,0.5,88.9,0.5,,,,,,,78.7,C
6060,East Noble School Corporation,6458,East Noble High School,,,,,58.1,0.2,119.9,0.2,100.9,0.6,96.1,A
6060,East Noble School Corporation,6461,East Noble Middle School,52.1,0.5,96.5,0.5,,,,,,,74.3,C
6060,East Noble School Corporation,6465,Rome City Elementary School,51.1,0.5,106.8,0.5,,,,,,,79.0,C
6060,East Noble School Corporation,6477,North Side Elementary School,57.1,0.5,83,0.5,,,,,,,70.1,C
6060,East Noble School Corporation,6478,South Side Elementary School,44.1,0.5,101.5,0.5,,,,,,,72.8,C
6060,East Noble School Corporation,6485,Wayne Center Elem School,63.3,0.5,91,0.5,,,,,,,77.2,C
6065,West Noble School Corporation,6489,West Noble High School,,,,,47.5,0.2,107.1,0.2,94.9,0.6,87.9,B
6065,West Noble School Corporation,6491,West Noble Primary School,60.5,0.5,103.8,0.5,,,,,,,82.2,B
6065,West Noble School Corporation,6509,West Noble Middle School,57.3,0.5,103.1,0.5,,,,,,,80.2,B
6065,West Noble School Corporation,6510,West Noble Elementary School,60.5,0.5,103.8,0.5,,,,,,,82.2,B
6080,Rising Sun-Ohio Co Com,6511,Ohio County Elementary School,62.5,0.5,107.9,0.5,,,,,,,85.2,B
6080,Rising Sun-Ohio Co Com,6512,Ohio County Middle School,,,123.2,1,,,,,,,123.2,A
6080,Rising Sun-Ohio Co Com,6513,Rising Sun High School,,,,,41.6,0.2,119.6,0.2,100,0.6,92.2,A
6145,Orleans Community Schools,6573,Orleans Jr-Sr High School,49.6,0.18,91.9,0.18,61.7,0.128,136.8,0.128,100.8,0.384,89.6,B
6145,Orleans Community Schools,6577,Orleans Elementary School,65.5,0.5,100.2,0.5,,,,,,,82.9,B
6155,Paoli Community School Corp,6581,Paoli Jr & Sr High School,56.2,0.169,102.2,0.169,49.8,0.132,103.4,0.132,100,0.397,86.7,B
6155,Paoli Community School Corp,6587,Throop Elementary School,55.8,0.5,90.1,0.5,,,,,,,73.0,C
6160,Springs Valley Com School Corp,6589,Springs Valley Comm High School,49,0.215,79.5,0.215,51.2,0.114,85.8,0.114,92.1,0.342,74.8,C
6160,Springs Valley Com School Corp,6591,Springs Valley Elementary School,64,0.5,97.3,0.5,,,,,,,80.7,B
6195,Spencer-Owen Community Schools,6597,Owen Valley Middle School,51.5,0.5,79.2,0.5,,,,,,,65.4,D
6195,Spencer-Owen Community Schools,6601,Patricksburg Elementary School,45,0.5,83.4,0.5,,,,,,,64.2,D
6195,Spencer-Owen Community Schools,6605,Gosport Elementary School,66.1,0.5,115.9,0.5,,,,,,,91.0,A
6195,Spencer-Owen Community Schools,6613,Owen Valley Community High School,,,,,40.1,0.2,76.1,0.2,100.6,0.6,83.6,B
6195,Spencer-Owen Community Schools,6617,Spencer Elementary School,51.3,0.5,91.9,0.5,,,,,,,71.6,C
6195,Spencer-Owen Community Schools,6619,McCormick's Creek Elementary Sch,65.7,0.5,102.3,0.5,,,,,,,84.0,B
6260,Southwest Parke Com Sch Corp,6621,Rosedale Elementary School,54.3,0.5,93.4,0.5,,,,,,,73.9,C
6260,Southwest Parke Com Sch Corp,6627,Riverton Parke Jr-Sr High School,41,0.163,84,0.163,44.8,0.135,132.5,0.135,94.2,0.404,82.4,B
6260,Southwest Parke Com Sch Corp,6629,Montezuma Elementary School,53.8,0.5,87.9,0.5,,,,,,,70.9,C
6325,Perry Central Com Schools Corp,6705,Perry Central Elementary School,75.5,0.5,89.1,0.5,,,,,,,82.3,B
6325,Perry Central Com Schools Corp,6708,Perry Central Jr-Sr High School,66,0.168,100.2,0.168,58.4,0.133,119.5,0.133,100,0.398,91.4,A
6340,Cannelton City Schools,6733,Cannelton Elementary & High School,,,,,,,,,,,,Appeal Pending
6350,Tell City-Troy Twp School Corp,6741,Tell City Jr-Sr High School,78.3,0.187,120.1,0.187,46.5,0.125,89.6,0.125,100,0.376,91.7,A
6350,Tell City-Troy Twp School Corp,6745,William Tell Elementary School,,,,,,,,,,,,Appeal Pending
6375,North Central Parke Comm Schl Corp,6637,Rockville Jr-Sr High School,43.2,0.173,85,0.173,27.5,0.131,93.7,0.131,93,0.392,74.5,C
6375,North Central Parke Comm Schl Corp,6645,Rockville Elementary School,59.8,0.5,92.5,0.5,,,,,,,76.2,C
6375,North Central Parke Comm Schl Corp,6647,Turkey Run Elementary School,63.1,0.5,82.4,0.5,,,,,,,72.8,C
6375,North Central Parke Comm Schl Corp,6649,Turkey Run Jr-Sr High School,45.6,0.15,75.8,0.15,51.6,0.14,120.3,0.14,91.9,0.42,80.9,B
6445,Pike County School Corp,6763,Pike Central High School,,,,,45.1,0.2,95.4,0.2,100.4,0.6,88.3,B
6445,Pike County School Corp,6768,Pike Central Middle School,51.5,0.5,93.8,0.5,,,,,,,72.7,C
6445,Pike County School Corp,6808,Winslow Elementary School,53,0.5,103.5,0.5,,,,,,,78.3,C
6445,Pike County School Corp,6809,Petersburg Elementary School,53.1,0.5,93,0.5,,,,,,,73.1,C
6460,M S D Boone Township,6813,Hebron High School,,,,,51.2,0.2,110.7,0.2,100,0.6,92.4,A
6460,M S D Boone Township,6814,Hebron Middle School,63.3,0.5,104.1,0.5,,,,,,,83.7,B
6460,M S D Boone Township,6815,Hebron Elementary School,73,0.5,86.1,0.5,,,,,,,79.6,C
6470,Duneland School Corporation,6817,Jackson Elementary School,83.6,0.5,101.9,0.5,,,,,,,92.8,A
6470,Duneland School Corporation,6819,Brummitt Elementary School,78.2,0.5,93.3,0.5,,,,,,,85.8,B
6470,Duneland School Corporation,6821,Liberty Intermediate School,80,0.5,102.8,0.5,,,,,,,91.4,A
6470,Duneland School Corporation,6823,Liberty Elementary School,77.5,0.5,114.6,0.5,,,,,,,96.1,A
6470,Duneland School Corporation,6925,Chesterton Senior High School,,,,,60.3,0.2,109.5,0.2,100.6,0.6,94.3,A
6470,Duneland School Corporation,6927,Westchester Intermediate School,67.4,0.5,91.8,0.5,,,,,,,79.6,C
6470,Duneland School Corporation,6928,Bailly Elementary School,69,0.5,98.9,0.5,,,,,,,84.0,B
6470,Duneland School Corporation,6930,Chesterton Middle School,66.6,0.5,91,0.5,,,,,,,78.8,C
6470,Duneland School Corporation,6941,Newton Yost Elementary School,71.5,0.5,93.6,0.5,,,,,,,82.6,B
6510,East Porter County School Corp,6825,Morgan Township Middle/High School,77,0.213,97.3,0.213,50.9,0.115,118,0.115,100,0.344,90.9,A
6510,East Porter County School Corp,6828,Morgan Township Elementary School,87,0.5,121.2,0.5,,,,,,,104.1,A
6510,East Porter County School Corp,6833,Kouts Middle/High School,72.5,0.207,101.3,0.207,57.5,0.117,97.2,0.117,100,0.352,89.3,B
6510,East Porter County School Corp,6835,Kouts Elementary School,77.2,0.5,97.4,0.5,,,,,,,87.3,B
6510,East Porter County School Corp,6849,Washington Twp Middle/High School,71.9,0.211,90.8,0.211,70.3,0.116,131.6,0.116,95.1,0.347,90.8,A
6510,East Porter County School Corp,6852,Washington Twp Elementary School,83.5,0.5,90.1,0.5,,,,,,,86.8,B
6520,Porter Township School Corp,6837,Boone Grove Elementary School,65.8,0.5,88.9,0.5,,,,,,,77.4,C
6520,Porter Township School Corp,6838,Boone Grove High School,,,,,48.2,0.2,125.3,0.2,101.2,0.6,95.4,A
6520,Porter Township School Corp,6839,Boone Grove Middle School,62,0.5,100.1,0.5,,,,,,,81.1,B
6520,Porter Township School Corp,6840,Porter Lakes Elementary School,65.8,0.5,88.9,0.5,,,,,,,77.4,C
6530,Union Township School Corp,6841,Wheeler High School,,,,,52.5,0.2,91.4,0.2,100,0.6,88.8,B
6530,Union Township School Corp,6843,Union Township Middle School,77.2,0.5,107.2,0.5,,,,,,,92.2,A
6530,Union Township School Corp,6845,Union Center Elementary School,85.5,0.5,96.6,0.5,,,,,,,91.1,A
6530,Union Township School Corp,6846,John Simatovich Elementary School,80.6,0.5,91.1,0.5,,,,,,,85.9,B
6550,Portage Township Schools,6853,Portage High School,,,,,43.9,0.2,96.5,0.2,100.2,0.6,88.2,B
6550,Portage Township Schools,6857,Wallace Aylesworth Elementary,69.4,0.5,91,0.5,,,,,,,80.2,B
6550,Portage Township Schools,6859,William Fegely Middle School,60.4,0.5,105,0.5,,,,,,,82.7,B
6550,Portage Township Schools,6861,Crisman Elementary School,70.1,0.5,101.2,0.5,,,,,,,85.7,B
6550,Portage Township Schools,6865,Central Elementary School,62.8,0.5,88.8,0.5,,,,,,,75.8,C
6550,Portage Township Schools,6869,Ethel R Jones Elementary School,70.9,0.5,108.5,0.5,,,,,,,89.7,B
6550,Portage Township Schools,6871,Willowcreek Middle School,62.9,0.5,107.8,0.5,,,,,,,85.4,B
6550,Portage Township Schools,6874,Rowena Kyle Elementary School,73.6,0.5,90.1,0.5,,,,,,,81.9,B
6550,Portage Township Schools,6876,Paul Saylor Elementary School,56.1,0.5,105.2,0.5,,,,,,,80.7,B
6550,Portage Township Schools,6877,George L Myers Elementary School,71.1,0.5,91.7,0.5,,,,,,,81.4,B
6550,Portage Township Schools,6879,South Haven Elementary School,56.2,0.5,108.8,0.5,,,,,,,82.5,B
6560,Valparaiso Community Schools,6881,Valparaiso High School,,,,,67.4,0.2,114.6,0.2,100.4,0.6,96.6,A
6560,Valparaiso Community Schools,6885,Benjamin Franklin Middle School,78.3,0.5,103.1,0.5,,,,,,,90.7,A
6560,Valparaiso Community Schools,6887,Thomas Jefferson Middle School,73,0.5,114.8,0.5,,,,,,,93.9,A
6560,Valparaiso Community Schools,6888,Thomas Jefferson Elementary School,81.4,0.5,103,0.5,,,,,,,92.2,A
6560,Valparaiso Community Schools,6891,Central Elementary School,78.5,0.5,109.9,0.5,,,,,,,94.2,A
6560,Valparaiso Community Schools,6893,Flint Lake Elementary School,75.3,0.5,110.1,0.5,,,,,,,92.7,A
6560,Valparaiso Community Schools,6897,Cooks Corners Elementary School,82.5,0.5,98.4,0.5,,,,,,,90.5,A
6560,Valparaiso Community Schools,6903,Heavilin Elementary School,,,114.4,1,,,,,,,114.4,A
6560,Valparaiso Community Schools,6913,Memorial Elementary School,87.4,0.5,89.5,0.5,,,,,,,88.5,B
6560,Valparaiso Community Schools,6917,Northview Elementary School,88,0.5,106.8,0.5,,,,,,,97.4,A
6560,Valparaiso Community Schools,6921,Parkview Elementary School,74.8,0.5,107.3,0.5,,,,,,,91.1,A
6590,M S D Mount Vernon,6949,Mount Vernon High School,,,,,52.6,0.2,93.1,0.2,94.8,0.6,86.0,B
6590,M S D Mount Vernon,6953,Mount Vernon Jr High School,66.2,0.5,98.3,0.5,,,,,,,82.3,B
6590,M S D Mount Vernon,6961,West Elementary School,69.5,0.5,112.5,0.5,,,,,,,91.0,A
6590,M S D Mount Vernon,6965,Farmersville Elementary School,78.4,0.5,95.9,0.5,,,,,,,87.2,B
6590,M S D Mount Vernon,6969,Marrs Elementary School,85.1,0.5,124.9,0.5,,,,,,,105.0,A
6600,M S D North Posey Co Schools,6973,North Posey Junior High School,67.8,0.5,85.9,0.5,,,,,,,76.9,C
6600,M S D North Posey Co Schools,6975,North Posey High School,,,,,59.3,0.2,107.8,0.2,101,0.6,94.0,A
6600,M S D North Posey Co Schools,6985,North Elementary School,70.3,0.5,85,0.5,,,,,,,77.7,C
6600,M S D North Posey Co Schools,6989,South Terrace Elementary,83.3,0.5,115.5,0.5,,,,,,,99.4,A
6620,Eastern Pulaski Community Sch Corp,6994,Eastern Pulaski Elementary School,68.1,0.5,81.5,0.5,,,,,,,74.8,C
6620,Eastern Pulaski Community Sch Corp,6996,Winamac Community Middle School,63.9,0.5,101.8,0.5,,,,,,,82.9,B
6620,Eastern Pulaski Community Sch Corp,6997,Winamac Community High School,,,,,51.5,0.2,90.5,0.2,100.5,0.6,88.7,B
6630,West Central School Corp,7025,West Central Senior High School,,,,,40.9,0.2,99.2,0.2,101.8,0.6,89.1,B
6630,West Central School Corp,7027,West Central Elementary School,57.1,0.5,71.3,0.5,,,,,,,64.2,D
6630,West Central School Corp,7031,West Central Middle School,55.5,0.5,99,0.5,,,,,,,77.3,C
6705,South Putnam Community Schools,7055,Central Elementary School,63.9,0.5,104.9,0.5,,,,,,,84.4,B
6705,South Putnam Community Schools,7056,South Putnam Middle School,58.6,0.5,91.8,0.5,,,,,,,75.2,C
6705,South Putnam Community Schools,7057,Fillmore Elementary School,79.3,0.5,102,0.5,,,,,,,90.7,A
